paper_id,authors,year,title,venue,venue_type,doi,url,code_repo,dataset_link,peer_reviewed,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,stimulus_type,emotion_model,class_labels,class_balance,data_status,filtering,artifact_removal,baseline_correction,re_referencing,window_length_s,window_overlap,feature_extraction,normalization,preproc_in_cv,feature_type,model_family,adaptation_method,source_selection,target_data_used,target_labels_used,hyperparam_protocol,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,baselines_compared,best_baseline,claimed_sota,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,include_narrative,primary_result,verification_status,source_checked
EEG-0138,Peiyang Li; Ruiting Lin; Weijie Huang; Hao Tang; Ke Liu; Nan Qiu; Peng Xu; Yin Tian; Cunbo Li,2024,Crucial rhythms and subnetworks for emotion processing extracted by an interpretable deep model (BrainAMDANN),"Cerebral Cortex, 2024",journal,10.1093/cercor/bhae477,https://doi.org/10.1093/cercor/bhae477,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,spectral-band / PSD EEG features (exact bands or estimator not captured),not verified,unclear,spectral/PSD features,adversarial multi-domain DANN (interpretable),adversarial multi-domain adaptation,none,yes,no,not verified,yes,LOSO-CV,not verified,none,not verified,unclear,accuracy,78.87,8.91,not reported,unclear,mean+-SD across LOSO folds,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,Table 2: BrainAMDANN LOSOCV 78.87/8.91 (vs P-GCNN LOSOCV 77.09/9.52); 10-fold 95.08/6.42 & 5-fold 95.69/6.87 are subject-mixed,"dataset inferred SEED (3-class) from comparison baselines P-GCNN/NSPD; LOSOCV value used for meta, not the 5/10-fold subject-mixed values",yes,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0139,Jiao Wang; Zhifen Guo; Peng Zhang; Hongchen Luo; Fengbin Ma; Pengcheng Song,2026,DDMGCN: Deep Dynamic Multi-Graph Convolutional Neural Network for EEG emotion recognition,"Biomedical Signal Processing and Control, 2026",journal,10.1016/j.bspc.2026.109740,https://doi.org/10.1016/j.bspc.2026.109740,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,spectral-band / PSD EEG features (exact bands or estimator not captured),not verified,unclear,spectral/PSD features,deep dynamic multi-graph GCN,none (subject-independent eval),none,unclear,no,not verified,yes,LOSO (subject-independent),not verified,none,not verified,unclear,accuracy,60.79,7,"[57.76,63.82]",unclear,mean+-SD + 95% CI,not verified,not verified,yes,mean,A (inductive; subject-independent eval; compared vs TCA/DDC DA baselines),none (subject-independent),some-concerns,sec 4.3.5 subject-independent SEED: DDMGCN 60.79/7.00 (vs DDGCN 52.53/8.51); subject-dependent PSD ~97.55/1.73,SEED 3-class subject-independent 60.79 is low (weak cross-subject generalization); large dependent-vs-independent gap,yes,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0140,Lingyue Hou; Xiaoxia Li; Donglei Liu; Yingyue Zhou,2026,DIMER: EEG-based DNA-inspired multi-dimension feature emotion quantization recognition method,"Biomedical Signal Processing and Control, 2026",journal,10.1016/j.bspc.2026.109830,https://doi.org/10.1016/j.bspc.2026.109830,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional (V/A),binary,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,handcrafted or selected EEG feature set (exact list not captured),not verified,unclear,handcrafted/selected EEG features,DNA-inspired multi-dimension feature quantization,none stated,none,unclear,unclear,not verified,claimed,subject-independent (claimed),not verified,none,not verified,unclear,accuracy,94.82,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (DEAP SI 94.82 implausible),protocol-ambiguity; near-ceiling subject-independent suspect,high,"abstract: DEAP subject-dependent 95.07, subject-independent 94.82 (only ~0.25 gap)",DEAP subject-independent 94.82 implausibly close to subject-dependent 95.07; far above field cross-subject DEAP (~60-70%) -> near-ceiling leakage suspect; excluded from meta,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0141,Durgesh Nandini; Jyoti Yadav; Asha Rani; Vijander Singh,2023,Design of subject independent 3D VAD emotion detection system using EEG signals and machine learning (EDS),"Biomedical Signal Processing and Control, 2023",journal,10.1016/j.bspc.2023.104894,https://doi.org/10.1016/j.bspc.2023.104894,none found,NA,yes,not verified,not verified,unclear,not verified,not verified,not verified,discrete-12class (3D VAD),12 emotions,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,EEG features mapped to 3D VAD emotion detection with ML classifiers (exact feature list not captured),not verified,unclear,handcrafted/ML EEG features,3D VAD mapping + ML classifiers (EDS1/2/3),none stated,none,unclear,unclear,not verified,claimed,subject-independent (claimed),not verified,none,not verified,unclear,accuracy,99.82,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (12-class 99.82% implausible),protocol-ambiguity; near-ceiling subject-independent suspect,high,"abstract: EDS2 avg 99.82%, EDS3 98.44% for 12 discrete emotions ('subject independent')",~99.8% on 12-class emotion under a claimed subject-independent protocol is physically implausible -> strong leakage/labeling concern; excluded from meta,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0142,Xiangyu Ju; Xu Wu; Sheng Dai; Ming Li; Dewen Hu,2024,Domain adversarial learning with multiple adversarial tasks for EEG emotion recognition (DANN-MAT),"Expert Systems with Applications, 2025",journal,10.1016/j.eswa.2024.126028,https://doi.org/10.1016/j.eswa.2024.126028,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by domain adversarial network + multiple adversarial tasks (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,domain adversarial network + multiple adversarial tasks,adversarial domain adaptation (unlabeled target),none,yes,no,not verified,yes,LOSO (cross-subject),not verified,none,not verified,unclear,accuracy,95.74,3.26,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"Table: DANN-MAT (ours) SEED 95.74/3.26, SEED-IV 86.75/5.96 (vs DDA 91.08/7.70, S2A2-MSDA 90.11/7.32)",SEED 95.74 at the high end of transductive range; SD 3.26 tighter than typical LOSO; SEED-IV 86.75 high vs field,yes,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0142,Xiangyu Ju; Xu Wu; Sheng Dai; Ming Li; Dewen Hu,2024,Domain adversarial learning with multiple adversarial tasks for EEG emotion recognition (DANN-MAT),"Expert Systems with Applications, 2025",journal,10.1016/j.eswa.2024.126028,https://doi.org/10.1016/j.eswa.2024.126028,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by domain adversarial network + multiple adversarial tasks (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,domain adversarial network + multiple adversarial tasks,adversarial domain adaptation (unlabeled target),none,yes,no,not verified,yes,LOSO (cross-subject),not verified,none,not verified,unclear,accuracy,86.75,5.96,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"Table: DANN-MAT (ours) SEED 95.74/3.26, SEED-IV 86.75/5.96 (vs DDA 91.08/7.70, S2A2-MSDA 90.11/7.32)",SEED 95.74 at the high end of transductive range; SD 3.26 tighter than typical LOSO; SEED-IV 86.75 high vs field,yes,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0143,Luyao Han; Xiangliang Zhang; Jibin Yin,2024,EEG emotion recognition based on the TimesNet fusion model (MS-TimesNet),"Applied Soft Computing, 2024",journal,10.1016/j.asoc.2024.111635,https://doi.org/10.1016/j.asoc.2024.111635,available (stated),NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,temporal or spatiotemporal EEG representation learned by multi-scale TimesNet fusion (exact input features not captured),not verified,unclear,learned temporal/spatiotemporal features,multi-scale TimesNet fusion,none,none,unclear,unclear,not verified,claimed (but subjects pooled),'subject-independent' (32 subjects synthesized into one dataset then split),not verified,none,not verified,unclear,accuracy,86.66,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (subject-mixed pooling labelled subject-independent),subject-level leakage suspect (all 32 subjects pooled before split),high,"sec 4.4: subjects' data 'synthesized into a dataset'; SI DEAP A 86.66, V 85.40 (SD A 91.31, V 90.45)",'subject-independent' but 32 subjects pooled then split = subject-mixed CV (not LOSO); DEAP ~86% inconsistent with true cross-subject; excluded from meta,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0143,Luyao Han; Xiangliang Zhang; Jibin Yin,2024,EEG emotion recognition based on the TimesNet fusion model (MS-TimesNet),"Applied Soft Computing, 2024",journal,10.1016/j.asoc.2024.111635,https://doi.org/10.1016/j.asoc.2024.111635,available (stated),NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,temporal or spatiotemporal EEG representation learned by multi-scale TimesNet fusion (exact input features not captured),not verified,unclear,learned temporal/spatiotemporal features,multi-scale TimesNet fusion,none,none,unclear,unclear,not verified,claimed (but subjects pooled),'subject-independent' (32 subjects synthesized into one dataset then split),not verified,none,not verified,unclear,accuracy,85.4,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (subject-mixed pooling labelled subject-independent),subject-level leakage suspect (all 32 subjects pooled before split),high,"sec 4.4: subjects' data 'synthesized into a dataset'; SI DEAP A 86.66, V 85.40 (SD A 91.31, V 90.45)",'subject-independent' but 32 subjects pooled then split = subject-mixed CV (not LOSO); DEAP ~86% inconsistent with true cross-subject; excluded from meta,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0144,Yongqiang Yin; Xiangwei Zheng; Bin Hu; Yuang Zhang; Xinchun Cui,2021,EEG emotion recognition using fusion model of graph convolutional neural networks and LSTM,"Applied Soft Computing, 2021",journal,10.1016/j.asoc.2021.106954,https://doi.org/10.1016/j.asoc.2020.106954,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by GCN + LSTM fusion (input feature details not captured),not verified,unclear,graph/deep spatial features,GCN + LSTM fusion,none,none,no,no,not verified,yes,subject-independent,not verified,none,not verified,unclear,accuracy,84.81,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive; subject-independent),none stated; DEAP SI ~85% high,some-concerns,text: DEAP subject-dependent V 90.45 A 90.60; subject-independent V 84.81 A 85.27,DEAP subject-independent 84.81/85.27 is high vs field cross-subject DEAP (~60-70%); no SD reported -> narrative only,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0144,Yongqiang Yin; Xiangwei Zheng; Bin Hu; Yuang Zhang; Xinchun Cui,2021,EEG emotion recognition using fusion model of graph convolutional neural networks and LSTM,"Applied Soft Computing, 2021",journal,10.1016/j.asoc.2021.106954,https://doi.org/10.1016/j.asoc.2020.106954,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by GCN + LSTM fusion (input feature details not captured),not verified,unclear,graph/deep spatial features,GCN + LSTM fusion,none,none,no,no,not verified,yes,subject-independent,not verified,none,not verified,unclear,accuracy,85.27,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive; subject-independent),none stated; DEAP SI ~85% high,some-concerns,text: DEAP subject-dependent V 90.45 A 90.60; subject-independent V 84.81 A 85.27,DEAP subject-independent 84.81/85.27 is high vs field cross-subject DEAP (~60-70%); no SD reported -> narrative only,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
EEG-0145,Himanshu Kumar; Satyavratan Govindarajan; Manuskandan S. Ramakrishnan; P.A. Karthick; Nagarajan Ganapathy,2026,EEG-based emotion recognition using super-resolution superlet transform and self-attention CNN (SLT SA-CNN),"Biomedical Signal Processing and Control, 2026",journal,10.1016/j.bspc.2026.110350,https://doi.org/10.1016/j.bspc.2026.110350,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,attention/transformer EEG representation learned by superlet transform (TFR) + self-attention CNN (input feature details not captured),not verified,unclear,learned attention/transformer features,superlet transform (TFR) + self-attention CNN,none,none,no,no,not verified,yes,LOSO (subject-independent),not verified,none,not verified,unclear,accuracy,70.86,6.24,not reported,unclear,mean+-SD (Table 4 subject-independent LOSO),not verified,not verified,yes,mean,A (inductive),none (inductive LOSO),some-concerns,"Table 4 (SI, mean+-std, LOSO): DEAP SLT arousal 70.86/6.24 valence 71.36/9.92; DREAMER SLT arousal 73.51/6.21 valence 75.46/4.10",clean inductive LOSO mean+-SD on both DEAP and DREAMER; DREAMER values strengthen under-represented stratum,yes,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 5)
